video_id,video_titulo,comentario_id,comentario,comentario_data,canal_id,canal_titulo,canal_pais,texto_limpo,idioma,associa_brasil,menciona_prisao,menciona_intervencao,posicao_prisao,posicao_intervencao,,
tCGKGg7bGVY,Trump captura Nicolás Maduro – O fim da ditadura chavista na Venezuela?,UgxSTBJLmWuonON9IG14AaABAg,"Foi fácil capturar maduro...se eu soubesse que seria fácil teria ido buscar ele pro Estados Unidos.

Bem aí tem coisa....foi fácil fácil fácil.",2026-01-04T21:22:50Z,UCxDFRhF3Y1A_Gd0-cF8gbqQ,Hoje no Mundo Militar,BR,foi facil capturar madurose eu soubesse que seria facil teria ido buscar ele pro estados unidos bem ai tem coisafoi facil facil facil,pt,TRUE,TRUE,TRUE,APOIA_PRISAO,NaN,,
l3Cbe2c7qwU,Trump ameaça Delcy Rodríguez e fala em “fim pior que Maduro” | #NewsDomingo,Ugxzz8uIuSPXuaP_Zjp4AaABAg,"O Estado unidos vacilaram deixando essa mulher parceira do Maduro como Presidenta da Venezuela.
Se apertar ela na prisão ela entrega o maduro e a mulher do Maduro.",2026-01-07T17:31:42Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,o estado unidos vacilaram deixando essa mulher parceira do maduro como presidenta da venezuela se apertar ela na prisao ela entrega o maduro e a mulher do maduro,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
azNDtbaVY6Y,Nicolás Maduro chega em NY após ser capturado pelos Estados Unidos | Brasil Urgente,UgytAQOIFhEK3V9rJyh4AaABAg,QUERO ELE EM PRISÃO PERPÉTUA!!!!,2026-01-04T10:58:14Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,quero ele em prisao perpetua,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
3CN3hULHX6s,Trump confirma ataque dos EUA à Venezuela e diz que Maduro foi capturado | BREAKING NEWS,UgzJA4u8_WEH3IfUWBd4AaABAg,Isso foi uma alívio para aquele povo sofrido a esquerda brasileira estão revoltado com a prisão do amigo ditador ele vai ser julgado pelo os crimes aqueles povo pobre sofrido,2026-01-04T05:42:36Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,isso foi uma alivio para aquele povo sofrido a esquerda brasileira estao revoltado com a prisao do amigo ditador ele vai ser julgado pelo os crimes aqueles povo pobre sofrido,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
f2J7uEsGuXo,Venezuelanos comemoram captura de Maduro nas ruas do Chile,UgzZQurNZoHTTucAohh4AaABAg,"Enquanto isso, militantes de esquerda, que nunca sequer foram na Venezuela, fazem protesto contra a prisão do ditador Maduro.
Esse vídeo tem que chegar nesse povo dea esquerda caviar, que acha que a ditadura é o mágico de OZ.",2026-01-04T21:39:41Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,enquanto isso militantes de esquerda que nunca sequer foram na venezuela fazem protesto contra a prisao do ditador maduro esse video tem que chegar nesse povo dea esquerda caviar que acha que a ditadura e o magico de oz,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
_1o7iJ1apas,Se emocionou a saber da prisão do Maduro 🥹,UgyFZSu8Ltw21rnJ3AJ4AaABAg,E porque  vocês  policiais e conivente  com a prisão  de Bolsonaro? Preso por ditadura também,2026-01-11T10:13:17Z,UC99wXf6GnJblkQTmE6POlkg,Memes do Patomia,BR,e porque voces policiais e conivente com a prisao de bolsonaro preso por ditadura tambem,pt,TRUE,TRUE,FALSE,CRITICA_PRISAO,NaN,,
JHl5ci25B8I,Prisão de MADURO pode ser o FIM de LULA e do PT,UgyKYrB6nq1dPOd7MT94AaABAg,"LULA  ESTÁ NO R.J. VINDO PARA  BRASÍLIA  ; MELHOR SERIA  ELE  DESLOCAR-SE  PARA  NOVA YORK  , E , APRESENTAR-SE  AO F.B.I  PARA  JÁ  INICIAR PRISÃO  JUNTINHO  COM SEU AMIGÃO  MADURO  . . .",2026-01-04T13:53:54Z,UC5Bw0GoCfHk9tA_30ltCw9Q,Mundo Polarizado | Olimpio Araujo Junior,BR,lula esta no rj vindo para brasilia melhor seria ele deslocarse para nova york e apresentarse ao fbi para ja iniciar prisao juntinho com seu amigao maduro,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
l3Cbe2c7qwU,Trump ameaça Delcy Rodríguez e fala em “fim pior que Maduro” | #NewsDomingo,UgzJPRwU4ZsbSOrSkc54AaABAg,"Tem que fazer a limpa,a cia tem que eliminar toda a cadeia de comando o chavismo incluindo o Supremo tribunal.",2026-01-07T02:08:38Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,tem que fazer a limpaa cia tem que eliminar toda a cadeia de comando o chavismo incluindo o supremo tribunal,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
JHl5ci25B8I,Prisão de MADURO pode ser o FIM de LULA e do PT,Ugyvat6KwKA8gicgiGN4AaABAg,Vai ficar tão MADURO que vai APODRECER...na prisão em GUANTÁNAMO!!!!,2026-01-06T22:55:00Z,UC5Bw0GoCfHk9tA_30ltCw9Q,Mundo Polarizado | Olimpio Araujo Junior,BR,vai ficar tao maduro que vai apodrecerna prisao em guantanamo,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
gnDLiYTQlXE,"O que aconteceu com Maduro pode se repetir com outros líderes, diz Trump | #PlantãoNews",UgyqPNVbQPzzWgt_Fg94AaABAg,A esquerda da Venezuela fez uma abaixo assinado para prender quem comerou a captura vai ser perseguido e preso 😢,2026-01-06T10:32:17Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,a esquerda da venezuela fez uma abaixo assinado para prender quem comerou a captura vai ser perseguido e preso,pt,TRUE,TRUE,FALSE,NEUTRO,NaN,,
_1o7iJ1apas,Se emocionou a saber da prisão do Maduro 🥹,UgyrTenFcn3Mlc0KdRt4AaABAg,Maduro ag vai apodrecer na prisão 😂😂😂😂😂😂😂😂😂😂,2026-01-11T13:04:22Z,UC99wXf6GnJblkQTmE6POlkg,Memes do Patomia,BR,maduro ag vai apodrecer na prisao,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
XDByNex5jIU,Trump publica imagem de Maduro preso a bordo de navio dos EUA,UgydCOL1hemrRu4e5al4AaABAg,Agora você vai dar o rabo na cadeia Nicolas kkkkkkk,2026-01-05T17:19:27Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,agora voce vai dar o rabo na cadeia nicolas kkkkkkk,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
5v2Nejr8bRw,Nikolas defende prisão de Maduro e afirma que no Brasil “criminosos viram presidente”,Ugxy0jwdjLqcV0KZvlx4AaABAg,Parabéns amigo estou com você Deus   abençoe você protege de todos os males  manda todos os badidos para cadeia.,2026-01-11T13:16:29Z,UCx7Ohl0Ln516T5pu5M8_SMA,O TEMPO,BR,parabens amigo estou com voce deus abencoe voce protege de todos os males manda todos os badidos para cadeia,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
GUjcTbk_DKs,Donald Trump anuncia que Nicolás Maduro foi capturado e retirado da Venezuela,Ugxai5IfxeoNqOm9Wlx4AaABAg,Presidente Lula agora deve estar chorando pelo prisão de seu amigo bonzinho ditador comunista e caloteiro de 10 bilhões de reais do Brasil .,2026-01-04T12:25:15Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,presidente lula agora deve estar chorando pelo prisao de seu amigo bonzinho ditador comunista e caloteiro de bilhoes de reais do brasil,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
4oxf_QPOJm8,Trump publica foto de Maduro dentro de navio de guerra após captura | AGORA CNN,UgweDEoIV-rKC391Wux4AaABAg,Que apodreça na prisão,2026-01-04T02:28:19Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,que apodreca na prisao,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
HN_YedOzQ2k,"Após Prisão de Maduro, Ludmila Cria Perfil no Instagram e Diz Ter Provas Contra Lula",Ugzw58w4uRhvVVgCNGN4AaABAg,Nem devia ter saído de lá . agora saiu da cadeia e ta cumprindo a sentença na presidência do Brasil. Como pode uma coisa desta...,2026-01-05T19:46:55Z,UC-0Iji1E4yOOwgzeh8opnKA,HFNew Atualidades,BR,nem devia ter saido de la agora saiu da cadeia e ta cumprindo a sentenca na presidencia do brasil como pode uma coisa desta,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
HN_YedOzQ2k,"Após Prisão de Maduro, Ludmila Cria Perfil no Instagram e Diz Ter Provas Contra Lula",UgxObBeE90ZEuLln0RN4AaABAg,1 -  Sim..........👍  na cadeia,2026-01-06T00:06:11Z,UC-0Iji1E4yOOwgzeh8opnKA,HFNew Atualidades,BR,sim na cadeia,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
azNDtbaVY6Y,Nicolás Maduro chega em NY após ser capturado pelos Estados Unidos | Brasil Urgente,Ugz6bmVKUZEqDKFWyaV4AaABAg,Cadeia é pouco para este tirano!😮😮😮😮😮😮😮,2026-01-05T16:58:37Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,cadeia e pouco para este tirano,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
Zk56rBPSm4M,"Nicolás Maduro preso: Cabrini mostra bastidores da operação dos EUA na Venezuela, resultou 80 mortos",UgxsSKIsZ2b9xM_oRKx4AaABAg,"O povo Venezuelano está FELIZ,  apenas não pode se manifestar que ficou feliz com a prisão de de Nicolas porque se não vai preso.A Venezuela é uma ditadura.",2026-01-08T12:17:07Z,UCoRz1sARw5el7c9WhVf6mkQ,RECORD CABO VERDE,BR,o povo venezuelano esta feliz apenas nao pode se manifestar que ficou feliz com a prisao de de nicolas porque se nao vai presoa venezuela e uma ditadura,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
HN_YedOzQ2k,"Após Prisão de Maduro, Ludmila Cria Perfil no Instagram e Diz Ter Provas Contra Lula",UgzYoNvTeTzF6WmlSvx4AaABAg,Cadeia  é  pouco  para  esse  bandido,2026-01-06T02:25:38Z,UC-0Iji1E4yOOwgzeh8opnKA,HFNew Atualidades,BR,cadeia e pouco para esse bandido,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
4yj4IhQe18o,Como forças de elite dos EUA capturaram Nicolás Maduro,Ugw_frHGrthtWJ4JUWF4AaABAg,"Ditador sanguinário, vai ter o q merece. Deveria ficar preso no El Helicoide, prisão perpétua. O El Helicoide é uma prisão onde estão os presos políticos, e aqueles q participam de manifestações contra o governo. Um lugar perfeito para ele e sua esposa viverem até o fim de suas vidas, assim como ele fez com os seus adversários",2026-01-08T21:50:49Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,ditador sanguinario vai ter o q merece deveria ficar preso no el helicoide prisao perpetua o el helicoide e uma prisao onde estao os presos politicos e aqueles q participam de manifestacoes contra o governo um lugar perfeito para ele e sua esposa viverem ate o fim de suas vidas assim como ele fez com os seus adversarios,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
5v2Nejr8bRw,Nikolas defende prisão de Maduro e afirma que no Brasil “criminosos viram presidente”,UgwTs83DGPwY205jFYV4AaABAg,Está falando e p cadeia Moraes Lula são criminosos terrorista traiçoeiros ditadores transgressor das leis do país,2026-01-11T14:44:29Z,UCx7Ohl0Ln516T5pu5M8_SMA,O TEMPO,BR,esta falando e p cadeia moraes lula sao criminosos terrorista traicoeiros ditadores transgressor das leis do pais,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
eSTCscEeywM,"Em tribunal, Maduro diz que foi &quot;sequestrado&quot; e se declara inocente | Brasil Urgente",UgyMHo8tjRQkKc6fjr94AaABAg,Maduro vai apodrecer na cadeia nos Estados Unidos doa a quem doer.,2026-01-06T02:45:06Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,maduro vai apodrecer na cadeia nos estados unidos doa a quem doer,pt,FALSE,TRUE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
4yj4IhQe18o,Como forças de elite dos EUA capturaram Nicolás Maduro,UgwNLB4AGdguSI1XP8R4AaABAg,"Que pegue prisão perpetua, viva américa!",2026-01-06T02:48:57Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,que pegue prisao perpetua viva america,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
4oxf_QPOJm8,Trump publica foto de Maduro dentro de navio de guerra após captura | AGORA CNN,Ugwv_WBQRb1jg5l4vYh4AaABAg,"A prisão do Maduro foi uma ejaculação precoce, nem começou e já terminou 😂😂😂😂😂😂",2026-01-03T21:14:18Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,a prisao do maduro foi uma ejaculacao precoce nem comecou e ja terminou,pt,FALSE,TRUE,FALSE,NEUTRO,NaN,,
jZh9QEk_rKg,Lula convoca reunião de emergência após Trump capturar Maduro,UgxJO8jiUDjvaaYOuy94AaABAg,Ditador se f..... 😂😂😂😂😂 agora vai fazer dancinha na cadeia 😂😂😂,2026-01-03T23:59:46Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,ditador se f agora vai fazer dancinha na cadeia,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
DgMbbN2vRjs,Prisão de Maduro escancara medo do Lula e da esquerda latino-americana | CAFÉ COM A GAZETA,Ugxh1a4LpMvgSVkprjR4AaABAg,"Esta em pânico  porque ,seu ladrão ordinário, quem não  deve não  teme ,espere  bandido porqueva sua hora e do seu capachos  Xandao  vai chegar,  e o BRASIL NÃO  PERDE A ESPERANÇA  DE VER TODOS VOCÊS  NA CADEIA SEU RATO DE ESGOTADO",2026-01-07T16:24:51Z,UCWdGgeyOnCOGnvhNdbVl1dQ,Gazeta do Povo,BR,esta em panico porque seu ladrao ordinario quem nao deve nao teme espere bandido porqueva sua hora e do seu capachos xandao vai chegar e o brasil nao perde a esperanca de ver todos voces na cadeia seu rato de esgotado,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
gnDLiYTQlXE,"O que aconteceu com Maduro pode se repetir com outros líderes, diz Trump | #PlantãoNews",UgxSd_Lco_llq7zLibF4AaABAg,Esse é sem dúvidas o melhor ano novo do povo venezuelano. Os Estados Unidos libertou eles de um narcoditador assassino sanguinário. Nicolás Maduro merece prisão perpétua ou até pena de morte.,2026-01-06T03:35:53Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,esse e sem duvidas o melhor ano novo do povo venezuelano os estados unidos libertou eles de um narcoditador assassino sanguinario nicolas maduro merece prisao perpetua ou ate pena de morte,pt,FALSE,TRUE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
1edrxCEaVM4,URGENTE: Nicolás Maduro chega a Nova York após ser capturado,UgwZvji9qv25TaCtgZJ4AaABAg,"A população está nas ruas em festa, pela prisão do Maduro... Então, é preciso ter que nível de inteligência pra entender o que a população desejava? Nível retardado mental?!?

Times square em festa
https://youtube.com/shorts/qeV_j0Bd9K8?si=Gt7r6TNhABzit9tS",2026-01-04T00:03:31Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,a populacao esta nas ruas em festa pela prisao do maduro entao e preciso ter que nivel de inteligencia pra entender o que a populacao desejava nivel retardado mental times square em festa,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
jZh9QEk_rKg,Lula convoca reunião de emergência após Trump capturar Maduro,Ugz54NUP-RS7kwXA-xd4AaABAg,"Que venha aqui pro Brasil prender todos os políticos , e se quiser eu ajudo eles",2026-01-04T00:02:26Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,que venha aqui pro brasil prender todos os politicos e se quiser eu ajudo eles,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
gJl5M1sxfFg,Trump faz alerta ao presidente da Colômbia após captura de Maduro | CNN Brasil,UgyhZ1AJdGGwt7_nOIt4AaABAg,"Kkkk, esse e outro que o Trump tem que ir buscar, liberar a Colômbia desse narco.",2026-01-05T21:17:12Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,kkkk esse e outro que o trump tem que ir buscar liberar a colombia desse narco,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
azNDtbaVY6Y,Nicolás Maduro chega em NY após ser capturado pelos Estados Unidos | Brasil Urgente,UgxkMWkoE-gHRnspudR4AaABAg,"O cara só vivia provocando Trump, com as palavras venha me buscar  estou Aki.
TRUMP só enviou 5 Helicópteros tomahawk
Jogou 2 cabecões de Nego e Levou ele é a mulher dele. Ti contar em kkkkkkkk",2026-01-04T04:51:58Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,o cara so vivia provocando trump com as palavras venha me buscar estou aki trump so enviou helicopteros tomahawk jogou cabecoes de nego e levou ele e a mulher dele ti contar em kkkkkkkk,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
uf2PKj-D7Ew,"Maduro e Cilia Flores chegam à DEA, agência antidrogas dos Estados Unidos, em Nova York",Ugz1xGX-Dv13zhPgL714AaABAg,Vai pra cadeia agora bigodao,2026-01-05T16:04:20Z,UCthbIFAxbXTTQEC7EcQvP1Q,BBC News Brasil,BR,vai pra cadeia agora bigodao,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
4yj4IhQe18o,Como forças de elite dos EUA capturaram Nicolás Maduro,UgwaLhHnu-4fAkkEJr94AaABAg,Venha no Brasil Buscar Lula e Cia...,2026-01-05T23:39:01Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,venha no brasil buscar lula e cia,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
xG0m2GX0_sY,Venezuelanos vão às ruas em Santiago e comemoram a captura de Maduro | AGORA CNN,UgzRjNWJqqosiQ0m2t54AaABAg,"Fico muito feliz por vcs 😍 parabéns tramp, vem buscar o ladrão aqui no Brasil também",2026-01-05T12:37:24Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,fico muito feliz por vcs parabens tramp vem buscar o ladrao aqui no brasil tambem,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
usnxhETF6Nk,LÉO LINS - A ANÁLISE COMPLETA DA PROSÃO DO MADURO,UgyNLOxFIvvhCsqfzjp4AaABAg,"Próxima notícia: Leo Lins vai ao tribunal internacional pra prestar esclarecimentos por ofensas a nível mundial.🙏

Logo logo Leo Lins vai ofender os planetas da Via Láctea, depois galáxias, depois o universo, multiverso, outras linhas do tempo kkjhj",2026-01-09T17:31:21Z,UCsVC1esYT6Fj5OHaE5Ys1cw,Léo Lins,BR,proxima noticia leo lins vai ao tribunal internacional pra prestar esclarecimentos por ofensas a nivel mundial logo logo leo lins vai ofender os planetas da via lactea depois galaxias depois o universo multiverso outras linhas do tempo kkjhj,pt,FALSE,TRUE,FALSE,NEUTRO,NaN,,
u0fr0NvKafA,Venezuelanos comemoram captura de Maduro pelos EUA,UgxKlTUCf9F4mq3QRAZ4AaABAg,"O lulu está puto 😂😂😂, não podem prender meu amiguinho ditador ele não manchou nenhuma estátua de batom",2026-01-03T21:17:17Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,o lulu esta puto nao podem prender meu amiguinho ditador ele nao manchou nenhuma estatua de batom,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
GUjcTbk_DKs,Donald Trump anuncia que Nicolás Maduro foi capturado e retirado da Venezuela,UgzMAVzETbhhAkgCJ414AaABAg,"Venha buscar o Lulinha também; afinal, ele é amigo do Maduro.😂😂😂😂",2026-01-03T19:31:19Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,venha buscar o lulinha tambem afinal ele e amigo do maduro,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
4oxf_QPOJm8,Trump publica foto de Maduro dentro de navio de guerra após captura | AGORA CNN,Ugzi0bisig-9r_JjTot4AaABAg,Já foi tarde! Esse aí já matou milhares de Venezuelanos! Ele e outros esquerdistas metcem a prisão!!!!!!,2026-01-03T20:23:38Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,ja foi tarde esse ai ja matou milhares de venezuelanos ele e outros esquerdistas metcem a prisao,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
kIH7kI8SW5o,Veja primeiras imagens de Maduro sob custódia nos EUA,Ugx46A0hNq2BS3LTeel4AaABAg,Espero que este tirano apodreça na cadeia.,2026-01-05T01:17:30Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,espero que este tirano apodreca na cadeia,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
EOG_epeGBrU,"Veja momento em que Maduro desembarca em Nova York, nos EUA | #PlantãoNews",UgzBCWsOMHEVxReCEr54AaABAg,"Vocês acham que o maduro está ai 
Aci está há frente de nois há dias.
A Cia já sabem que estão envolvidos no sistema.a casa já caiu já faz tempo. Agora é só esperar as próximas prisão.",2026-01-04T03:55:57Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,voces acham que o maduro esta ai aci esta ha frente de nois ha dias a cia ja sabem que estao envolvidos no sistemaa casa ja caiu ja faz tempo agora e so esperar as proximas prisao,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
oCElQlaYwQQ,AVISO: Brasil entra em ESTADO DE ALERTA na fronteira com prisão de Nicolás Maduro!,UgwoyIO2Et1q3M7tNER4AaABAg,Kkkk sério.... O exército brasileiro.  Deve estar enganado ... O exército brasileiro só pensa na aposentadoria e prender inocentes,2026-01-10T16:57:27Z,UCiZ5zLSOBM5-3zBUHevecIA,Vamos falar de História?,BR,kkkk serio o exercito brasileiro deve estar enganado o exercito brasileiro so pensa na aposentadoria e prender inocentes,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
6uA_LvrjIz4,TREZOITAO FALA SOBRE PRISÃO DE MADURO!!! #renatotrezoitao #podcast #trezoitao,Ugz5011lFfrvtNGeaa54AaABAg,Maravilha viva felicidades ❤ Venezuela próxima e nois lula na cadeia Hehehe,2026-01-05T13:54:19Z,UCMrBhi0HcDd8Qzm2zxGfegg,universotrezoitao,Nao informado,maravilha viva felicidades venezuela proxima e nois lula na cadeia hehehe,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
4oxf_QPOJm8,Trump publica foto de Maduro dentro de navio de guerra após captura | AGORA CNN,Ugywx4saypW7kFSxW-l4AaABAg,Essa cara tá ferrado! Prisão perpétua para ele! 🙏🏽,2026-01-03T20:59:17Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,essa cara ta ferrado prisao perpetua para ele,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
4yj4IhQe18o,Como forças de elite dos EUA capturaram Nicolás Maduro,UgyHSZN5RApWTdIXDuB4AaABAg,Esse ditador cruel tem que pegar prisão perpétua!!!,2026-01-06T00:47:53Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,esse ditador cruel tem que pegar prisao perpetua,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
eSTCscEeywM,"Em tribunal, Maduro diz que foi &quot;sequestrado&quot; e se declara inocente | Brasil Urgente",UgyDaEizxQQSAFgCLTt4AaABAg,Prisão Pena De Morte Pará O Casal Tem Que Ter Pena De Morte Pará Alexandre De Moraes Haddad Flávio Dino Janja E Lula Tem Que Fazer Uma Faxina No Brasil.,2026-01-06T02:32:56Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,prisao pena de morte para o casal tem que ter pena de morte para alexandre de moraes haddad flavio dino janja e lula tem que fazer uma faxina no brasil,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
ZPSb56Apkbk,🚨 URGENTE: Trump CAPTURA Nicolás Maduro de MADRUGADA 😱✈️ | O Que REALMENTE ACONTECEU Hoje?,Ugy0ThVXTa1kSrEsFmx4AaABAg,Parabéns Presidente Trump tem que vim buscar o Lula e Alexandre,2026-01-04T19:33:56Z,UC960Xozkup-53I9CU_SUFCg,Anima Mapas,Nao informado,parabens presidente trump tem que vim buscar o lula e alexandre,pt,TRUE,TRUE,FALSE,APOIA_PRISAO,NaN,,
u0fr0NvKafA,Venezuelanos comemoram captura de Maduro pelos EUA,Ugzh37x87JdUFndAJr14AaABAg,"Mas como podem punir os ditador, não tem condições nenhuma de tirar o ditador, João Batista de Castro madeira",2026-01-05T16:13:25Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,mas como podem punir os ditador nao tem condicoes nenhuma de tirar o ditador joao batista de castro madeira,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA,,
eSTCscEeywM,"Em tribunal, Maduro diz que foi &quot;sequestrado&quot; e se declara inocente | Brasil Urgente",Ugy5JSBa9ZcQAfdkQER4AaABAg,Sou Venezuelano e esse narco terrorista' deve apodrecer na cadeia. 🇻🇪🙏🙂🇺🇲🇺🇲🇺🇲🇺🇲,2026-01-06T13:36:44Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,sou venezuelano e esse narco terrorista deve apodrecer na cadeia,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
HN_YedOzQ2k,"Após Prisão de Maduro, Ludmila Cria Perfil no Instagram e Diz Ter Provas Contra Lula",UgyNDMJGdoNjDu-sumd4AaABAg,JA ERA PDA FA NA CADEIA ESSE LIXO HOSPITALAR,2026-01-05T21:37:02Z,UC-0Iji1E4yOOwgzeh8opnKA,HFNew Atualidades,BR,ja era pda fa na cadeia esse lixo hospitalar,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
Dy6zzR8pUdA,Veja o momento em que Maduro sai do avião em Nova York após ser capturado,UgyTo5jlWO4YlBivvN94AaABAg,Parabéns parabéns você é o super-homem do mundo agora moderno pegou o vagabundo lá com os cara da outra vem me buscar aqui,2026-01-04T05:54:55Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,parabens parabens voce e o superhomem do mundo agora moderno pegou o vagabundo la com os cara da outra vem me buscar aqui,pt,FALSE,TRUE,FALSE,APOIA_PRISAO,NaN,,
DgMbbN2vRjs,Prisão de Maduro escancara medo do Lula e da esquerda latino-americana | CAFÉ COM A GAZETA,UgyZ6WA5_hNuMOeHizB4AaABAg,O que eu quero dizer é que vocês dá direito fala mal do país só que o país tem um homem um homem homem com h maiúsculo que se chama Luiz Inácio Lula da Silva e vocês da direita tem que aceitar que queira que não queira porque eu vou dizer uma coisa a você os Estados Unidos para vocês são tudo então manda os Estados Unidos como nos já mandaram os Estados Unidos vim contra nós manda eles vim vocês tem que aprender a respeitar o homem rapaz procure respeitar esse recorte vizinho cara de chinelo rapaz,2026-01-07T15:11:28Z,UCWdGgeyOnCOGnvhNdbVl1dQ,Gazeta do Povo,BR,o que eu quero dizer e que voces da direito fala mal do pais so que o pais tem um homem um homem homem com h maiusculo que se chama luiz inacio lula da silva e voces da direita tem que aceitar que queira que nao queira porque eu vou dizer uma coisa a voce os estados unidos para voces sao tudo entao manda os estados unidos como nos ja mandaram os estados unidos vim contra nos manda eles vim voces tem que aprender a respeitar o homem rapaz procure respeitar esse recorte vizinho cara de chinelo rapaz,pt,TRUE,TRUE,TRUE,APOIA_PRISAO,NaN,,
