video_id,video_titulo,comentario_id,comentario,comentario_data,canal_id,canal_titulo,canal_pais,texto_limpo,idioma,associa_brasil,menciona_prisao,menciona_intervencao,posicao_prisao,posicao_intervencao
EOG_epeGBrU,"Veja momento em que Maduro desembarca em Nova York, nos EUA | #PlantãoNews",UgwaOov3zZ3gC-JGb7l4AaABAg,👏👏👏👏 vice-presidente do Estados Unidos tem o nosso respeito os brasileiro agradece 🇧🇷🇧🇷🇧🇷🇧🇷,2026-01-04T13:28:03Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,vicepresidente do estados unidos tem o nosso respeito os brasileiro agradece,pt,TRUE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
jZh9QEk_rKg,Lula convoca reunião de emergência após Trump capturar Maduro,Ugy-fV_MQfI8FMG_edB4AaABAg,"E depois dessa reunião o Br vai declarar guerra aos EUA, começando a demonstrar seu poder de fogo com a pintura de todos os meio-fios do país.",2026-01-04T11:21:41Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,e depois dessa reuniao o br vai declarar guerra aos eua comecando a demonstrar seu poder de fogo com a pintura de todos os meiofios do pais,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
tCGKGg7bGVY,Trump captura Nicolás Maduro – O fim da ditadura chavista na Venezuela?,Ugw3pvmq2EbCeV_mxGJ4AaABAg,"Os EUA comunicaram hoje, que não aceitarão um presidente do governo de Maduro. Esse por sua vez, para escapar de uma pena pesada, possivelmente irá delatar seus companheiros. E novamente, os EUA voltarão para fazer um treinamento militar na Venezuela. Claro, eliminando os militares que queiram garantir a sobrevivência do Chavismo. Afinal, todos são cúmplices de Maduro. Será bem parecido com o que Israel fez com os militares iranianos. Tem que cortar a cabeça, troco e pés da organização. E Trump sabe disso.",2026-01-04T03:28:23Z,UCxDFRhF3Y1A_Gd0-cF8gbqQ,Hoje no Mundo Militar,BR,os eua comunicaram hoje que nao aceitarao um presidente do governo de maduro esse por sua vez para escapar de uma pena pesada possivelmente ira delatar seus companheiros e novamente os eua voltarao para fazer um treinamento militar na venezuela claro eliminando os militares que queiram garantir a sobrevivencia do chavismo afinal todos sao cumplices de maduro sera bem parecido com o que israel fez com os militares iranianos tem que cortar a cabeca troco e pes da organizacao e trump sabe disso,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
jW2U4Stc9Vc,Brasil avalia posição sobre ataque dos EUA à Venezuela; Milei e Petro se manifestam | #NewsSábado,Ugze9DDkL_zHbCBd9OZ4AaABAg,É preocupante. Nunca os Estados Unidos atacaram a América do Sul de modo tão violento.,2026-01-03T17:08:57Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,e preocupante nunca os estados unidos atacaram a america do sul de modo tao violento,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
EAZC3UkXq24,Dani Lima: Ação na Venezuela reforça receio de intervenção dos EUA na eleição brasileira,UgxLRC8Wvk1MkZdtBjx4AaABAg,"Lamentável esse tal de sequestro do Maduro, sendo ele e o governo recheado de militares e os EUA entram e saem de boas, os elicopteros saindo de boa, isso para mim já é uma manipulação das mídias a serem usados nas eleições, tudo cortina de fumaça.",2026-01-08T01:11:54Z,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,BR,lamentavel esse tal de sequestro do maduro sendo ele e o governo recheado de militares e os eua entram e saem de boas os elicopteros saindo de boa isso para mim ja e uma manipulacao das midias a serem usados nas eleicoes tudo cortina de fumaca,pt,TRUE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
Zk56rBPSm4M,"Nicolás Maduro preso: Cabrini mostra bastidores da operação dos EUA na Venezuela, resultou 80 mortos",Ugwcn-e5E0y1e7TWC5h4AaABAg,"Os estados Unidos então de olho no ouro, reserva de Bitcoins e petroleo, os EUA vão limpar as reservas do país. Que pena este pilantra do Maduro não melhorou a situação do pais!!",2026-01-11T13:59:38Z,UCoRz1sARw5el7c9WhVf6mkQ,RECORD CABO VERDE,BR,os estados unidos entao de olho no ouro reserva de bitcoins e petroleo os eua vao limpar as reservas do pais que pena este pilantra do maduro nao melhorou a situacao do pais,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
JZYdw3O_V0U,DIAS TERRÍVEIS PARA LULA? Eduardo Bolsonaro reage à prisão de Maduro!,UgxBfW5RHSz3IeC9A_t4AaABAg,"Parabéns deputado Eduardo, fique nos Estados Unidos, até nosso país voltar ser democracia, quem fala Mal de você é porque nunca foi perseguido ou é mal caráter.",2026-01-04T17:26:35Z,UCVBHiXwksZlQtid4_DvY0ng,Conexão Vanguarda,BR,parabens deputado eduardo fique nos estados unidos ate nosso pais voltar ser democracia quem fala mal de voce e porque nunca foi perseguido ou e mal carater,pt,TRUE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
EAZC3UkXq24,Dani Lima: Ação na Venezuela reforça receio de intervenção dos EUA na eleição brasileira,UgwmPJ0_7FVqlCHGfzZ4AaABAg,"Normal.
EUA sem fez intervenção nas eleições do Brasil, esquerda ou direita.
Veja 2022",2026-01-07T13:21:40Z,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,BR,normal eua sem fez intervencao nas eleicoes do brasil esquerda ou direita veja,pt,TRUE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
nuM8-Z4rApo,A queda de Maduro: e agora?!,Ugw-YV4gTG10pd8F-pZ4AaABAg,"Tu não tem nem vergonha de defender, esse grande saque q os Estados Unidos vão faser na Venezuela",2026-01-05T21:04:18Z,UCsQZuqvj2yp6DK39TooDd6Q,Rodrigo Constantino,BR,tu nao tem nem vergonha de defender esse grande saque q os estados unidos vao faser na venezuela,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
f2J7uEsGuXo,Venezuelanos comemoram captura de Maduro nas ruas do Chile,UgzxcT7aNnV83nsIH7h4AaABAg,Parabéns aos Estados Unidos e ao povo venezuelano,2026-01-07T08:34:27Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,parabens aos estados unidos e ao povo venezuelano,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
ek_QcoH1DVg,"Após ataques na Venezuela, Trump anuncia captura de Maduro | #NewsSabado",UgwxkQ8cjfO4ebKWh4x4AaABAg,"Trump tá de olho no petróleo , querendo ou não , o país da Venezuela , vai ter uma ""dívida"" eterna com os EUA , ou seja , futuramente , certeza que os states , vão ter boa parte , ou contratos bilionários com a Venezuela, em relação ao petroleo , assim aumentando o poder aquisitivo que os estados unidos já tem . Escreve ai",2026-01-04T03:37:37Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,trump ta de olho no petroleo querendo ou nao o pais da venezuela vai ter uma divida eterna com os eua ou seja futuramente certeza que os states vao ter boa parte ou contratos bilionarios com a venezuela em relacao ao petroleo assim aumentando o poder aquisitivo que os estados unidos ja tem escreve ai,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
ek_QcoH1DVg,"Após ataques na Venezuela, Trump anuncia captura de Maduro | #NewsSabado",UgwkLHrfTgxZywyO95Z4AaABAg,"Durante o governo do presidente Hugo Chávez (1999-2013), várias plataformas e ativos de empresas petrolíferas americanas na Venezuela foram nacionalizados (termo usado pelo governo venezuelano) ou confiscados/expropriados (termos usados pelas empresas e pelo governo dos EUA).

Este processo fez parte de uma onda mais ampla de nacionalizações na indústria petrolífera venezuelana, que afetou não apenas empresas americanas, mas também de outros países. O setor de hidrocarbonetos era, para Chávez, um ""pilar de soberania"" que deveria estar sob controle estatal.",2026-01-04T01:06:44Z,UC376n347Ob5Lwzq2WGzF1AA,SBT News,BR,durante o governo do presidente hugo chavez varias plataformas e ativos de empresas petroliferas americanas na venezuela foram nacionalizados termo usado pelo governo venezuelano ou confiscadosexpropriados termos usados pelas empresas e pelo governo dos eua este processo fez parte de uma onda mais ampla de nacionalizacoes na industria petrolifera venezuelana que afetou nao apenas empresas americanas mas tambem de outros paises o setor de hidrocarbonetos era para chavez um pilar de soberania que deveria estar sob controle estatal,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
Kgd3ampurno,"🚨PETROBRAS NA MIRA, DESESPERO FAZ LULA CONVOCAR REUNIÃO DE EMERGÊNCIA, IMPACTOS DA PRISÃO DE MADURO",UgwZrw9A77mKVxewQj14AaABAg,Mais um comunista foi viver nos EUA após seu país ficar horrível.,2026-01-05T21:39:00Z,UCxj2IbZxr2Xsm2lgpa5nIng,Josué Aragão,BR,mais um comunista foi viver nos eua apos seu pais ficar horrivel,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
azNDtbaVY6Y,Nicolás Maduro chega em NY após ser capturado pelos Estados Unidos | Brasil Urgente,UgwrFlDjAXJ8VgwXYsN4AaABAg,Será que o Estados Unidos terá coragem de prender o ditador da Coreia do Norte,2026-01-04T05:55:06Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,sera que o estados unidos tera coragem de prender o ditador da coreia do norte,pt,FALSE,TRUE,TRUE,NEUTRO,NEUTRO
UCn7s6U5SfI,A QUEDA DE MADURO PODE DESTRUIR O GOVERNO PUTIN,UgzYy4IJm7sJm1Cg0ct4AaABAg,"SERIA BOM, EM QUESTÃO DE GUERRA",2026-01-06T22:27:34Z,UCpLR-q8rFLe_rEAXf4PRxRg,Daniel Lopez,BR,seria bom em questao de guerra,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
UCn7s6U5SfI,A QUEDA DE MADURO PODE DESTRUIR O GOVERNO PUTIN,Ugz7r6k0REtOKiTD5rZ4AaABAg,Mesmo os EUA assumindo o controle da produção de petróleo na Venezuela isso não vai mudar produtivamente de forma drástica rápido! As petroleiras da Venezuela estão sucateadas,2026-01-06T19:31:34Z,UCpLR-q8rFLe_rEAXf4PRxRg,Daniel Lopez,BR,mesmo os eua assumindo o controle da producao de petroleo na venezuela isso nao vai mudar produtivamente de forma drastica rapido as petroleiras da venezuela estao sucateadas,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
oCElQlaYwQQ,AVISO: Brasil entra em ESTADO DE ALERTA na fronteira com prisão de Nicolás Maduro!,UgwgUsKWabxKI2Bb80V4AaABAg,Profecia: o Brasil vai se posicionar a favor da ditadura e os EUA vão intervir em solo brasileiro,2026-01-09T16:30:26Z,UCiZ5zLSOBM5-3zBUHevecIA,Vamos falar de História?,BR,profecia o brasil vai se posicionar a favor da ditadura e os eua vao intervir em solo brasileiro,pt,TRUE,FALSE,TRUE,NEUTRO,NEUTRO
hxYcqTJ2qR8,TRUMP invade a Venezuela e captura MADURO!,UgxLBJazesyy5m-pXcx4AaABAg,E falo mais esse negócio de droga é a desculpa perfeita o negócio é o petróleo e também a economia do país e a melhoria de vida das pessoas na Venezuela o povo morria de fome isso parte o coração de qualquer um e o EUA é o coração ou cérebro da terra por que tudo que tem de ruim eles metem a cara e é como se fosse os pais botando ordem na casa,2026-01-06T02:04:02Z,UCOOCeqi5txwviDZ4M5W9QSg,Nando Moura,BR,e falo mais esse negocio de droga e a desculpa perfeita o negocio e o petroleo e tambem a economia do pais e a melhoria de vida das pessoas na venezuela o povo morria de fome isso parte o coracao de qualquer um e o eua e o coracao ou cerebro da terra por que tudo que tem de ruim eles metem a cara e e como se fosse os pais botando ordem na casa,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
ml7U5Nvcdhk,🔴 AGORA: Trump fala à imprensa após captura de Maduro | Tradução simultânea | Cobertura especial,Ugz1pV6DlWdgOLQEFLp4AaABAg,Parabens para osenhor presidente donald j turmp e eu amo muito se osenhor presidente donald j turmp for Asumir A venezuela e muito bom os estados unidos Asumir e uma maravilhosa noticia e viva A libredade e A democracia e obrigada osenhor presidente donald j turmp e todos os amigos do osenhor presidente donald j turmp e os Army e Nevy norte americans,2026-01-03T21:10:15Z,UCNmmFVVn2Z7ggGxPx_RkksQ,Epoch Times Brasil,BR,parabens para osenhor presidente donald j turmp e eu amo muito se osenhor presidente donald j turmp for asumir a venezuela e muito bom os estados unidos asumir e uma maravilhosa noticia e viva a libredade e a democracia e obrigada osenhor presidente donald j turmp e todos os amigos do osenhor presidente donald j turmp e os army e nevy norte americans,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
Dy6zzR8pUdA,Veja o momento em que Maduro sai do avião em Nova York após ser capturado,UgwvMulO_Cmu4aY2a3R4AaABAg,"Senhores, aos que comemoram a invasão dos Eua a  Venezuela, acham mesmo que o amado e sensibilizado governo dos Eua invadiram simplesmente porque eles queriam acabar com a ditadura?? Não, senhores eles estão sensibilizados é com a farta reserva de petróleo da Venezuela...Espero que nossas forças se fortaleçam e se preparem para o pior.",2026-01-04T07:18:53Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,senhores aos que comemoram a invasao dos eua a venezuela acham mesmo que o amado e sensibilizado governo dos eua invadiram simplesmente porque eles queriam acabar com a ditadura nao senhores eles estao sensibilizados e com a farta reserva de petroleo da venezuelaespero que nossas forcas se fortalecam e se preparem para o pior,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
6uA_LvrjIz4,TREZOITAO FALA SOBRE PRISÃO DE MADURO!!! #renatotrezoitao #podcast #trezoitao,UgyYT3Km-kqegCgYu2l4AaABAg,"Engraçado observar que alguns elementos estão preocupados com a intenção dos EUA de se apoderar do petróleo. A Rússia e a China somente queriam ajudar a Venezuela, não é? Ambos não estavam nem aí para o petróleo de lá. Confia! 😅",2026-01-05T13:41:53Z,UCMrBhi0HcDd8Qzm2zxGfegg,universotrezoitao,Nao informado,engracado observar que alguns elementos estao preocupados com a intencao dos eua de se apoderar do petroleo a russia e a china somente queriam ajudar a venezuela nao e ambos nao estavam nem ai para o petroleo de la confia,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
u0fr0NvKafA,Venezuelanos comemoram captura de Maduro pelos EUA,UgxCqy91f-WPCJYSG9x4AaABAg,"Todos nós somos filhos da pátria, independente de qual país, Brazil, Venezuela, china, estados unidos ,Argentina, Se você dizer que odeia a pátria e mentira, Você não consegue odiar algo que não significa nada pra você.",2026-01-05T00:38:21Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,todos nos somos filhos da patria independente de qual pais brazil venezuela china estados unidos argentina se voce dizer que odeia a patria e mentira voce nao consegue odiar algo que nao significa nada pra voce,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
A5vwzaMTklk,Lula diz que ataques de Trump à Venezuela e prisão de Maduro são &#39;inaceitáveis&#39;,UgwZEs4L21Jy4xtDhax4AaABAg,Houve encontro entre representante da Arábia Saudita e o presidente dos Estados Unidos. Mas maduro não quis se reunir. Apenas dobrou a aposta,2026-01-09T11:54:55Z,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,BR,houve encontro entre representante da arabia saudita e o presidente dos estados unidos mas maduro nao quis se reunir apenas dobrou a aposta,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
ml7U5Nvcdhk,🔴 AGORA: Trump fala à imprensa após captura de Maduro | Tradução simultânea | Cobertura especial,Ugx5t0OB7Y_8KTPo-9h4AaABAg,1:12:02 EUA vai administrar a Venezuela! Pra quem achou que isso não aconteceria e para quem acha que não pode acontecer no Brasil.,2026-01-03T23:38:58Z,UCNmmFVVn2Z7ggGxPx_RkksQ,Epoch Times Brasil,BR,eua vai administrar a venezuela pra quem achou que isso nao aconteceria e para quem acha que nao pode acontecer no brasil,pt,TRUE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
gJl5M1sxfFg,Trump faz alerta ao presidente da Colômbia após captura de Maduro | CNN Brasil,UgyxoGfUmkZUEcwyRMN4AaABAg,Eu acho que depois dessa o preço da cocaina caio e vão fabricar cocaina lá nos EUA,2026-01-06T06:58:57Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,eu acho que depois dessa o preco da cocaina caio e vao fabricar cocaina la nos eua,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
ZPSb56Apkbk,🚨 URGENTE: Trump CAPTURA Nicolás Maduro de MADRUGADA 😱✈️ | O Que REALMENTE ACONTECEU Hoje?,Ugz81SvJB2fqkYz8xPF4AaABAg,Os índios também comemoraram a chegada dos europeus. E o resto todos já sabem. Preparem+se para 10 anos de guerra na América do Sul!,2026-01-04T11:55:15Z,UC960Xozkup-53I9CU_SUFCg,Anima Mapas,Nao informado,os indios tambem comemoraram a chegada dos europeus e o resto todos ja sabem preparemse para anos de guerra na america do sul,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
A5vwzaMTklk,Lula diz que ataques de Trump à Venezuela e prisão de Maduro são &#39;inaceitáveis&#39;,UgzgfOeksAUJ8worwVp4AaABAg,"Trump anunciou o sequestro do presidente da Venezuela, país com a maior reserva de petróleo do mundo, que se recusou a baixar o preço do barril para os EUA. Por isso sofre sanções há décadas, o que explica a falta de alimentos. Agora, Trump tenta repetir o golpe feito no Iraque: sequestraram Saddam, inventaram armas químicas que nunca existiram, saquearam o país e o deixaram destruído, com o povo passando fome e sob violência.",2026-01-05T08:07:29Z,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,BR,trump anunciou o sequestro do presidente da venezuela pais com a maior reserva de petroleo do mundo que se recusou a baixar o preco do barril para os eua por isso sofre sancoes ha decadas o que explica a falta de alimentos agora trump tenta repetir o golpe feito no iraque sequestraram saddam inventaram armas quimicas que nunca existiram saquearam o pais e o deixaram destruido com o povo passando fome e sob violencia,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
gJl5M1sxfFg,Trump faz alerta ao presidente da Colômbia após captura de Maduro | CNN Brasil,UgwJQK06SYYAzA_fL7R4AaABAg,EUA estão cheirando muito. Levaram até o Nicolas Maduro pra ficarem cheirando ele de perto 😂😂😂😂😂😂😂 vão ficar doidos os americanos,2026-01-05T23:41:15Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,eua estao cheirando muito levaram ate o nicolas maduro pra ficarem cheirando ele de perto vao ficar doidos os americanos,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
kIH7kI8SW5o,Veja primeiras imagens de Maduro sob custódia nos EUA,Ugy0QuSAyStLL0KeGdF4AaABAg,"Se há rumores por parte da direita de que a Venezuela vive na pobreza extrema, que o povo come cachorro...  que é uma grande mentira, porque eu já estive lá, até me supreendi pela infro-instrutura do país e pela limpeza, mesmo o país sendo bloqueado economicamente pelos EUA, vi muitos venezuelanos vivendo melhor que muitos brasileiros.

Quem está na torcida organizada a favor da invasão americana não mede as consequências de que está por vir, agora vocês vão ver a fake news que sempre contaram virar verdade depois que os americanos tomar o petróleo de assalto, sem contar da possibilidade de uma guerrilha civil dividida contra a invasão americana. Terá um efeito  dominó econômico negativo na América, uma nova guerra fria, vai dar legalidade a Putin  tomar a Ucrânia e a China de tomar Taiwan. Isso vai virar uma bola de neve... A Venezuela vai virar uma Líbia, o americano tá cagando para os venezuelano, eles querem meter a mão no petróleo. Trump cometeu um erro gravissimo , isso é sequestro seguido de assalto... com acusações sem embasamento e provas. Se a uposta missão é combater o narcotráfico, começaria pelo México e Colômbia. Venezuela está longe da rota.",2026-01-05T08:13:55Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,se ha rumores por parte da direita de que a venezuela vive na pobreza extrema que o povo come cachorro que e uma grande mentira porque eu ja estive la ate me supreendi pela infroinstrutura do pais e pela limpeza mesmo o pais sendo bloqueado economicamente pelos eua vi muitos venezuelanos vivendo melhor que muitos brasileiros quem esta na torcida organizada a favor da invasao americana nao mede as consequencias de que esta por vir agora voces vao ver a fake news que sempre contaram virar verdade depois que os americanos tomar o petroleo de assalto sem contar da possibilidade de uma guerrilha civil dividida contra a invasao americana tera um efeito domino economico negativo na america uma nova guerra fria vai dar legalidade a putin tomar a ucrania e a china de tomar taiwan isso vai virar uma bola de neve a venezuela vai virar uma libia o americano ta cagando para os venezuelano eles querem meter a mao no petroleo trump cometeu um erro gravissimo isso e sequestro seguido de assalto com acusacoes sem embasamento e provas se a uposta missao e combater o narcotrafico comecaria pelo mexico e colombia venezuela esta longe da rota,pt,TRUE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
A5vwzaMTklk,Lula diz que ataques de Trump à Venezuela e prisão de Maduro são &#39;inaceitáveis&#39;,UgxteMIndEETwYvz4Bd4AaABAg,O Brasil  deveria preocupar com a corrupção  agui no Brasil  já é a lei dos mais fortes com a corrupção  da saúde merenda  INSS dos aposentado   mata mais gue a guerra,2026-01-04T19:54:31Z,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL,BR,o brasil deveria preocupar com a corrupcao agui no brasil ja e a lei dos mais fortes com a corrupcao da saude merenda inss dos aposentado mata mais gue a guerra,pt,TRUE,FALSE,TRUE,NEUTRO,NEUTRO
uf2PKj-D7Ew,"Maduro e Cilia Flores chegam à DEA, agência antidrogas dos Estados Unidos, em Nova York",Ugwd1xjVj5WIqNeIg514AaABAg,Ele foi salvo pelos EUA 😂,2026-01-05T11:09:02Z,UCthbIFAxbXTTQEC7EcQvP1Q,BBC News Brasil,BR,ele foi salvo pelos eua,pt,FALSE,FALSE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA
cSCOHvNsYrA,TRUMP DIZ QUE IRÁ ADMINISTRAR VENEZUELA APÓS CAPTURA DE MADURO | AGORA CNN,UgwcdAMlcGRYMjP3bgd4AaABAg,A guerra na Ucrânia ninguém comentou na mesma maneira contra a agressão da Rússia,2026-01-04T04:30:36Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,a guerra na ucrania ninguem comentou na mesma maneira contra a agressao da russia,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
4yj4IhQe18o,Como forças de elite dos EUA capturaram Nicolás Maduro,Ugz6mO5cDQqcPKhDzfl4AaABAg,Primeira vez que eu apoio uma atitude do EUA,2026-01-06T16:37:11Z,UCaGmdJSSiR7fkh2A-c6emsA,g1,BR,primeira vez que eu apoio uma atitude do eua,pt,FALSE,FALSE,TRUE,APOIA_PRISAO,APOIA_INTERVENCAO_EUA
uf2PKj-D7Ew,"Maduro e Cilia Flores chegam à DEA, agência antidrogas dos Estados Unidos, em Nova York",UgzaZRkxMhDyRuPK_6p4AaABAg,encenação pura estados uniros sempr usando da midia para pilhar povos... hitler invadiu a polonia e nimguem fez nada ... ai apos invadir a frança foi obde o mundo tardiamente se dru conta da loucura que estava sendo conivente ... união militar do BRICS JÁ!,2026-01-05T08:51:08Z,UCthbIFAxbXTTQEC7EcQvP1Q,BBC News Brasil,BR,encenacao pura estados uniros sempr usando da midia para pilhar povos hitler invadiu a polonia e nimguem fez nada ai apos invadir a franca foi obde o mundo tardiamente se dru conta da loucura que estava sendo conivente uniao militar do brics ja,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
nuM8-Z4rApo,A queda de Maduro: e agora?!,Ugy6MG8sEnG6MPluTjt4AaABAg,"8:09 - Poxa meu amigo, eu vi a análise do Joé Kobori e ele usou exatamente esse termo ""imperialista"", ela não é maconheiro vagabundo , só discorda e outra, o que REALMENTE ME CAUSA MEDO é essa ação dos EUA ser o início da 3º guerra mundial",2026-01-05T02:51:20Z,UCsQZuqvj2yp6DK39TooDd6Q,Rodrigo Constantino,BR,poxa meu amigo eu vi a analise do joe kobori e ele usou exatamente esse termo imperialista ela nao e maconheiro vagabundo so discorda e outra o que realmente me causa medo e essa acao dos eua ser o inicio da o guerra mundial,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
kIH7kI8SW5o,Veja primeiras imagens de Maduro sob custódia nos EUA,UgyYZ-JpU2XlwAFkwpd4AaABAg,Parabéns Estados Unidos agora e a vez do presidente da Brasil,2026-01-05T12:50:12Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,parabens estados unidos agora e a vez do presidente da brasil,pt,TRUE,FALSE,TRUE,NEUTRO,APOIA_INTERVENCAO_EUA
XDByNex5jIU,Trump publica imagem de Maduro preso a bordo de navio dos EUA,Ugw09uJCFs_4foxnGTd4AaABAg,"Quando os Estados Unidos querem invadir, eles invadem, pouca importa o motivo.",2026-01-03T22:55:45Z,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News,BR,quando os estados unidos querem invadir eles invadem pouca importa o motivo,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
UCn7s6U5SfI,A QUEDA DE MADURO PODE DESTRUIR O GOVERNO PUTIN,UgwIWRAHdFKXheSkXIR4AaABAg,"Bom, o Trump tentou na boa fazer com que Putin parasse com a guerra. O Putin zombou, né. Taí, Putin.",2026-01-05T18:52:29Z,UCpLR-q8rFLe_rEAXf4PRxRg,Daniel Lopez,BR,bom o trump tentou na boa fazer com que putin parasse com a guerra o putin zombou ne tai putin,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
Dy6zzR8pUdA,Veja o momento em que Maduro sai do avião em Nova York após ser capturado,UgzaUhvoZqOvGRaSEV14AaABAg,"Sabemos que o interesse é por Terras Raras, mas o povo estava sob domínio perpétuo com esse cara. 80% das populações na linha da extrema pobreza. Ninguém merece isso.

E os que acham que os EUA estão errados,  pq não vivem nesses países que tanto idolatram ?",2026-01-04T07:04:11Z,UC9mdw2mmn49ZuqGOpSri7Fw,Metrópoles,BR,sabemos que o interesse e por terras raras mas o povo estava sob dominio perpetuo com esse cara das populacoes na linha da extrema pobreza ninguem merece isso e os que acham que os eua estao errados pq nao vivem nesses paises que tanto idolatram,pt,FALSE,FALSE,TRUE,NEUTRO,NEUTRO
UCn7s6U5SfI,A QUEDA DE MADURO PODE DESTRUIR O GOVERNO PUTIN,Ugw5kOmjUOGJRrLRnEB4AaABAg,Vai te guerra mundial isto não tem como não acontecer os gananciosos,2026-01-06T20:20:20Z,UCpLR-q8rFLe_rEAXf4PRxRg,Daniel Lopez,BR,vai te guerra mundial isto nao tem como nao acontecer os gananciosos,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,CRITICA_INTERVENCAO_EUA
M8wTXgJuC1o,"Rússia terá que &quot;andar na linha&quot;, diz Trump após captura de Maduro | CNN Brasil",UgzFJWwqv9JvuUz3xZF4AaABAg,"A China a Rússia e o irã tem interesse na Venezuela kkkkkkkkkkk
E os EUA não tem kkkk
Baita hipocrisia 😂😂😂",2026-01-09T18:36:52Z,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil,BR,a china a russia e o ira tem interesse na venezuela kkkkkkkkkkk e os eua nao tem kkkk baita hipocrisia,pt,FALSE,FALSE,TRUE,NEUTRO,CRITICA_INTERVENCAO_EUA
azNDtbaVY6Y,Nicolás Maduro chega em NY após ser capturado pelos Estados Unidos | Brasil Urgente,UgyAbbp-b1Y50lD4GFx4AaABAg,EUA vão administrar a Venezuela? Isso é um assalto a mão armada em larga escala.,2026-01-04T11:49:20Z,UCG-fFAxQjZgJmn0w7Brj5xQ,Brasil Urgente,BR,eua vao administrar a venezuela isso e um assalto a mao armada em larga escala,pt,FALSE,FALSE,TRUE,CRITICA_PRISAO,APOIA_INTERVENCAO_EUA
